Date,PX_LAST,PX_VOLUME
4/11/07,3121.32,10166993507
4/12/07,3176.44,9253518638
4/13/07,3169.23,10065311621
4/16/07,3256,8792894012
4/17/07,3283.6,10530710561
4/18/07,3304.5,10142670711
4/19/07,3150.3,11527000971
4/20/07,3289.28,9446986909
4/23/07,3431.32,10995899125
4/24/07,3445.2,11464300691
4/25/07,3448.28,10058066960
4/26/07,3493.58,7899769031
4/27/07,3470.52,8069863625
4/30/07,3558.71,9430286458
5/8/07,3686.03,10679306805
5/9/07,3701.28,14064835875
5/10/07,3724.51,11541992296
5/11/07,3702.61,8896176100
5/14/07,3734.42,9109804922
5/15/07,3604.64,9357856836
5/16/07,3700.29,8622926858
5/17/07,3778.61,9025647830
5/18/07,3776.63,8241889860
5/21/07,3831.44,9808608941
5/22/07,3870.49,10961818487
5/23/07,3938.95,9852317123
5/24/07,3919.75,11381426400
5/25/07,3985.25,9541661552
5/28/07,4072.58,11404185104
5/29/07,4168.29,11326722716
5/30/07,3886.46,13273914000
5/31/07,3927.95,12607824839
6/1/07,3803.95,11993793902
6/4/07,3511.43,9053101970
6/5/07,3634.63,11376803865
6/6/07,3677.58,9595151087
6/7/07,3802.3,9419058137
6/8/07,3837.87,8907474230
6/11/07,3931.86,9098227783
6/12/07,4036.11,9938977488
6/13/07,4118.27,10945294537
6/14/07,4075.82,8660918073
6/15/07,4099.38,6877960030
6/18/07,4227.57,8787291392
6/19/07,4253,8154047165
6/20/07,4157.6,8686301589
6/21/07,4197.28,7373947129
6/22/07,4051.43,7955237433
6/25/07,3877.59,7003104451
6/26/07,3928.21,5888511412
6/27/07,4040.48,6529052012
6/28/07,3858.52,6685798043
6/29/07,3764.08,5892087093
7/2/07,3757.66,4974731012
7/3/07,3832.23,4640912697
7/4/07,3743.58,3823371608
7/5/07,3537.44,4322552708
7/6/07,3710.28,5136651271
7/9/07,3821.3,5407311376
7/10/07,3775.62,5190786837
7/11/07,3789.87,3362890744
7/12/07,3816.92,3136811941
7/13/07,3820.12,2689324299
7/16/07,3697.97,2993185700
7/17/07,3789.65,3255385097
7/18/07,3807.57,4597582308
7/19/07,3807,3025846756
7/20/07,3971.88,5527112142
7/23/07,4156.72,8527618628
7/24/07,4161.35,7609073539
7/25/07,4255.46,6459776638
7/26/07,4303.19,6549024382
7/27/07,4307.14,6502110991
7/30/07,4410.3,7544158369
7/31/07,4460.56,7137504288
8/1/07,4290.48,7936166584
8/2/07,4436.19,6288753873
8/3/07,4598.38,7819047314
8/6/07,4703.98,7616427138
8/7/07,4724.55,8384713362
8/8/07,4668.09,8898800159
8/9/07,4777.29,7202578612
8/10/07,4726.68,7496288141
8/13/07,4721.19,8576316737
8/14/07,4795.57,6115791187
8/15/07,4798.75,6346642757
8/16/07,4721.94,6359479423
8/17/07,4626.58,6365212059
8/20/07,4885.43,6781220406
8/21/07,4972.71,7444059304
8/22/07,5051.69,7402892517
8/23/07,5135.93,6805188244
8/24/07,5217.58,7376987580
8/27/07,5243.15,8263145457
8/28/07,5251.77,7506678997
8/29/07,5171.82,7292945684
8/30/07,5241.23,6729849089
8/31/07,5296.81,6678035788
9/3/07,5419.17,8284916680
9/4/07,5360.33,7991483210
9/5/07,5363.25,6536490235
9/6/07,5412.04,7060857407
9/7/07,5294.8,7929888027
9/10/07,5377.22,6509567252
9/11/07,5124.09,6880669048
9/12/07,5202.86,6157225309
9/13/07,5349.97,5974692918
9/14/07,5397.28,6029562661
9/17/07,5498.91,6940313275
9/18/07,5476.84,7162181049
9/19/07,5419.27,5588006581
9/20/07,5494.92,5671213606
9/21/07,5468.1,6110635600
9/24/07,5513.9,5418481773
9/25/07,5454.62,4532623097
9/26/07,5361.02,3917115637
9/27/07,5427.66,3375905611
9/28/07,5580.81,4851462050
10/8/07,5653.14,6644970357
10/9/07,5675.93,5363349068
10/10/07,5685.76,6399445543
10/11/07,5760.08,6514110125
10/12/07,5737.22,7800106460
10/15/07,5821.45,7068211149
10/16/07,5877.2,6469204964
10/17/07,5824.12,4886976874
10/18/07,5615.75,4859563055
10/19/07,5614.06,3846645723
10/22/07,5472.68,3586749916
10/23/07,5540.09,4189680050
10/24/07,5588.01,4466123898
10/25/07,5333.79,5082170682
10/26/07,5394.81,3589596566
10/29/07,5508.36,3523397753
10/30/07,5596.07,3919392127
10/31/07,5688.54,5032946925
11/1/07,5605.23,4661247906
11/2/07,5472.93,4328950061
11/5/07,5360.31,3369501818
11/6/07,5317.55,2705785460
11/7/07,5350.63,3006134900
11/8/07,5093.67,3605489347
11/9/07,5040.52,3458382600
11/12/07,4978.25,3841392240
11/13/07,4939.24,3686207999
11/14/07,5145.89,3523154272
11/15/07,5081.11,3175946495
11/16/07,5007.66,2331099143
11/19/07,4994.42,2554810176
11/20/07,5069.38,3356271420
11/21/07,4997.62,2680312228
11/22/07,4772.62,2650771649
11/23/07,4856.16,2014630563
11/26/07,4800.08,2362227652
11/27/07,4711.15,2088684060
11/28/07,4648.75,2248236844
11/29/07,4842.07,3687299071
11/30/07,4737.41,2938369601
12/3/07,4772.67,2225593410
12/4/07,4829.21,2264359283
12/5/07,4965.95,3176916539
12/6/07,4971.06,2371159128
12/7/07,5041.35,2719822355
12/10/07,5133.56,4278069185
12/11/07,5140,4058645783
12/12/07,5077.39,3982825107
12/13/07,4884.3,3681959066
12/14/07,4977.65,3072792580
12/17/07,4857.29,3701452205
12/18/07,4829.91,2293007616
12/19/07,4946.29,3210185867
12/20/07,5037.2,3131991761
12/21/07,5101.85,3725149470
12/24/07,5207.13,5031996716
12/25/07,5216.81,3897370522
12/26/07,5265.03,4146811525
12/27/07,5367.53,5234501888
12/28/07,5338.28,4536141501
1/2/08,5385.1,4566871053
1/3/08,5422.03,6464587816
1/4/08,5483.65,5174642076
1/7/08,5556.59,5348540904
1/8/08,5528.05,6489950184
1/9/08,5613.76,4679687264
1/10/08,5672.15,6422989364
1/11/08,5699.15,5616707962
1/14/08,5731.76,4984601057
1/15/08,5696.45,5088660821
1/16/08,5505.72,5577446921
1/17/08,5365.62,6193693302
1/18/08,5414.47,4391300517
1/21/08,5145.73,4783361737
1/22/08,4753.87,6077269242
1/23/08,4975.11,5577638550
1/24/08,5027.21,5660598755
1/25/08,5077.43,4714210880
1/28/08,4731.88,4142528386
1/29/08,4762.08,2906225645
1/30/08,4710.65,3409897680
1/31/08,4620.4,3085258069
2/1/08,4571.95,3512552885
2/4/08,4950.12,4095314573
2/5/08,4921.83,3279635667
2/13/08,4816.08,2147565982
2/14/08,4880.25,1983778930
2/15/08,4813.31,2426260189
2/18/08,4910.99,3059007845
2/19/08,5020.75,3617696593
2/20/08,4908.72,3955772289
2/21/08,4876.03,3340361619
2/22/08,4702.24,3791862722
2/25/08,4519.78,3365200175
2/26/08,4515.53,3327639095
2/27/08,4639.77,2959239367
2/28/08,4622.06,2539817120
2/29/08,4674.55,2335085809
3/3/08,4790.74,3925841190
3/4/08,4671.15,4512977776
3/5/08,4628.72,3941799339
3/6/08,4685.03,4440226824
3/7/08,4621.69,2869094513
3/10/08,4431.59,3178035500
3/11/08,4441.18,2627659221
